loan_id,user_id,book_id,library_id,n_access,loan_date,due_date,return_date,returned_by
845,417,143,5,1,2022-01-12,2022-01-26,2022-01-21,user
846,501,276,6,2,2022-01-12,2022-01-26,2022-01-21,user
847,569,309,3,2,2022-01-12,2022-01-26,2022-01-20,user
848,247,275,5,2,2022-01-12,2022-01-26,2022-01-26,user
849,488,505,1,2,2022-01-13,2022-01-27,2022-01-25,user
850,662,150,6,2,2022-01-14,2022-01-28,2022-01-26,user
851,503,65,5,2,2022-01-15,2022-01-29,2022-01-25,user
852,459,172,4,2,2022-01-15,2022-01-29,2022-01-27,user
853,18,446,2,1,2022-01-16,2022-01-30,2022-01-28,user
854,96,283,1,2,2022-01-17,2022-01-31,2022-01-29,user
855,302,432,6,1,2022-01-18,2022-02-01,2022-01-27,user
856,227,307,1,2,2022-01-19,2022-02-02,2022-01-31,user
857,415,496,4,1,2022-01-20,2022-02-03,2022-01-29,user
858,250,79,1,1,2022-01-20,2022-02-03,2022-01-29,user
859,314,370,4,2,2022-01-21,2022-02-04,2022-02-03,user
860,680,258,6,2,2022-01-21,2022-02-04,2022-01-29,user
861,596,253,1,2,2022-01-21,2022-02-04,2022-01-31,user
862,378,508,4,2,2022-01-22,2022-02-05,2022-01-30,user
863,485,201,3,2,2022-01-22,2022-02-05,2022-02-04,user
864,567,469,1,1,2022-01-22,2022-02-05,2022-02-05,user
865,544,110,2,2,2022-01-23,2022-02-06,2022-02-03,user
866,353,139,1,2,2022-01-23,2022-02-06,2022-02-01,user
867,436,312,6,2,2022-01-24,2022-02-07,2022-02-05,user
868,564,7,1,1,2022-01-25,2022-02-08,2022-02-08,user
869,339,406,4,1,2022-01-25,2022-02-08,2022-02-06,user
870,361,341,5,2,2022-01-25,2022-02-08,2022-02-05,user
871,465,390,6,2,2022-01-26,2022-02-09,2022-02-08,user
872,278,338,2,2,2022-01-26,2022-02-09,2022-02-08,user
873,314,451,1,1,2022-01-27,2022-02-10,2022-02-06,user
874,258,343,1,1,2022-01-27,2022-02-10,2022-02-05,user
875,237,441,3,1,2022-01-27,2022-02-10,2022-02-10,user
876,124,140,2,2,2022-01-27,2022-02-10,2022-02-07,user
877,726,571,1,1,2022-01-27,2022-02-10,2022-02-07,user
878,198,308,2,1,2022-01-28,2022-02-11,2022-02-08,user
879,324,329,5,2,2022-01-29,2022-02-12,2022-02-09,user
880,123,206,2,2,2022-01-29,2022-02-12,2022-02-07,user
881,549,491,5,2,2022-01-30,2022-02-13,2022-02-08,user
882,190,322,4,2,2022-01-30,2022-02-13,2022-02-08,user
883,197,182,2,2,2022-01-31,2022-02-14,2022-02-09,user
884,222,408,6,2,2022-01-31,2022-02-14,2022-02-08,user
885,496,327,3,2,2022-01-31,2022-02-14,2022-02-11,user
886,284,299,5,2,2022-01-31,2022-02-14,2022-02-14,system
887,604,503,5,2,2022-02-01,2022-02-15,2022-02-09,user
888,538,590,2,2,2022-02-01,2022-02-15,2022-02-11,user
889,612,249,3,1,2022-02-01,2022-02-15,2022-02-12,user
890,290,334,4,1,2022-02-02,2022-02-16,2022-02-11,user
891,103,386,2,1,2022-02-03,2022-02-17,2022-02-16,user
892,199,288,6,1,2022-02-04,2022-02-18,2022-02-17,user
893,304,403,1,1,2022-02-05,2022-02-19,2022-02-14,user
894,233,374,2,2,2022-02-05,2022-02-19,2022-02-19,system
895,370,117,3,1,2022-02-05,2022-02-19,2022-02-14,user
896,184,578,2,1,2022-02-05,2022-02-19,2022-02-13,user
897,310,205,1,1,2022-02-06,2022-02-20,2022-02-15,user
898,15,559,1,2,2022-02-07,2022-02-21,2022-02-18,user
899,547,185,5,1,2022-02-07,2022-02-21,2022-02-21,system
900,130,564,6,1,2022-02-07,2022-02-21,2022-02-19,user
901,281,28,4,1,2022-02-08,2022-02-22,2022-02-19,user
902,47,473,5,2,2022-02-08,2022-02-22,2022-02-21,user
903,56,215,5,1,2022-02-09,2022-02-23,2022-02-19,user
904,567,449,5,1,2022-02-09,2022-02-23,2022-02-23,user
905,755,258,6,1,2022-02-09,2022-02-23,2022-02-23,system
906,300,299,5,2,2022-02-10,2022-02-24,2022-02-21,user
907,130,71,5,1,2022-02-11,2022-02-25,2022-02-20,user
908,654,419,5,1,2022-02-11,2022-02-25,2022-02-22,user
909,503,512,2,2,2022-02-11,2022-02-25,2022-02-22,user
910,106,143,5,1,2022-02-11,2022-02-25,2022-02-25,user
911,13,311,5,1,2022-02-11,2022-02-25,2022-02-19,user
912,588,248,2,2,2022-02-11,2022-02-25,2022-02-23,user
913,292,259,1,2,2022-02-12,2022-02-26,2022-02-25,user
914,481,158,2,1,2022-02-12,2022-02-26,2022-02-26,user
915,491,434,2,1,2022-02-13,2022-02-27,2022-02-24,user
916,452,387,3,2,2022-02-13,2022-02-27,2022-02-26,user
917,349,76,4,2,2022-02-14,2022-02-28,2022-02-24,user
918,189,460,4,1,2022-02-15,2022-03-01,2022-02-26,user
919,53,491,5,1,2022-02-16,2022-03-02,2022-02-28,user
920,259,597,3,1,2022-02-17,2022-03-03,2022-03-02,user
921,490,411,3,1,2022-02-18,2022-03-04,2022-03-02,user
922,117,548,2,1,2022-02-18,2022-03-04,2022-03-02,user
923,67,519,3,2,2022-02-19,2022-03-05,2022-03-03,user
924,411,429,3,2,2022-02-19,2022-03-05,2022-03-03,user
925,504,557,5,2,2022-02-20,2022-03-06,2022-03-05,user
926,76,38,2,2,2022-02-21,2022-03-07,2022-03-06,user
927,591,369,3,2,2022-02-22,2022-03-08,2022-03-08,system
928,645,550,4,2,2022-02-22,2022-03-08,2022-03-02,user
929,703,88,4,1,2022-02-23,2022-03-09,2022-03-07,user
930,55,112,4,1,2022-02-23,2022-03-09,2022-03-03,user
931,156,255,3,2,2022-02-24,2022-03-10,2022-03-07,user
932,153,364,4,2,2022-02-25,2022-03-11,2022-03-08,user
933,577,171,3,2,2022-02-26,2022-03-12,2022-03-12,system
934,312,46,4,2,2022-02-27,2022-03-13,2022-03-07,user
935,88,577,1,2,2022-02-27,2022-03-13,2022-03-08,user
936,255,410,2,1,2022-02-28,2022-03-14,2022-03-12,user
937,122,340,4,1,2022-02-28,2022-03-14,2022-03-12,user
938,572,441,3,2,2022-02-28,2022-03-14,2022-03-11,user
939,427,109,1,2,2022-02-28,2022-03-14,2022-03-13,user
940,621,11,5,2,2022-02-28,2022-03-14,2022-03-08,user
941,611,101,5,2,2022-03-01,2022-03-15,2022-03-13,user
942,753,110,2,2,2022-03-01,2022-03-15,2022-03-10,user
943,634,265,1,2,2022-03-02,2022-03-16,2022-03-13,user
944,232,228,6,1,2022-03-02,2022-03-16,2022-03-14,user
945,536,523,1,2,2022-03-02,2022-03-16,2022-03-16,system
946,390,532,4,1,2022-03-03,2022-03-17,2022-03-16,user
947,462,572,2,1,2022-03-04,2022-03-18,2022-03-12,user
948,454,595,1,1,2022-03-05,2022-03-19,2022-03-14,user
949,305,590,2,2,2022-03-05,2022-03-19,2022-03-15,user
950,603,227,5,2,2022-03-06,2022-03-20,2022-03-17,user
951,440,457,1,2,2022-03-07,2022-03-21,2022-03-18,user
952,313,384,6,1,2022-03-07,2022-03-21,2022-03-17,user
953,583,401,5,2,2022-03-08,2022-03-22,2022-03-22,user
954,636,475,1,2,2022-03-08,2022-03-22,2022-03-22,system
955,62,513,3,2,2022-03-08,2022-03-22,2022-03-18,user
956,625,155,5,1,2022-03-08,2022-03-22,2022-03-19,user
957,102,354,6,2,2022-03-09,2022-03-23,2022-03-18,user
958,213,26,2,2,2022-03-09,2022-03-23,2022-03-20,user
959,641,495,3,1,2022-03-09,2022-03-23,2022-03-19,user
960,217,108,6,1,2022-03-09,2022-03-23,2022-03-21,user
961,271,303,3,2,2022-03-09,2022-03-23,2022-03-17,user
962,677,426,6,1,2022-03-09,2022-03-23,2022-03-22,user
963,84,88,4,2,2022-03-09,2022-03-23,2022-03-21,user
964,161,119,5,2,2022-03-10,2022-03-24,2022-03-19,user
965,246,146,2,2,2022-03-10,2022-03-24,2022-03-21,user
966,178,357,3,1,2022-03-11,2022-03-25,2022-03-25,user
967,566,320,2,1,2022-03-11,2022-03-25,2022-03-24,user
968,77,352,4,2,2022-03-11,2022-03-25,2022-03-22,user
969,161,467,5,2,2022-03-12,2022-03-26,2022-03-20,user
970,3,212,2,1,2022-03-13,2022-03-27,2022-03-26,user
971,419,534,6,2,2022-03-13,2022-03-27,2022-03-25,user
972,462,495,3,1,2022-03-13,2022-03-27,2022-03-21,user
973,609,357,3,2,2022-03-14,2022-03-28,2022-03-23,user
974,482,488,2,1,2022-03-15,2022-03-29,2022-03-29,user
975,299,100,4,2,2022-03-16,2022-03-30,2022-03-28,user
976,34,449,5,2,2022-03-17,2022-03-31,2022-03-30,user
977,238,464,2,2,2022-03-18,2022-04-01,2022-03-30,user
978,296,327,3,2,2022-03-18,2022-04-01,2022-03-27,user
979,290,69,3,1,2022-03-19,2022-04-02,2022-03-30,user
980,465,308,2,1,2022-03-19,2022-04-02,2022-03-30,user
981,73,46,4,1,2022-03-20,2022-04-03,2022-03-30,user
982,704,118,4,1,2022-03-20,2022-04-03,2022-03-31,user
983,240,24,6,2,2022-03-20,2022-04-03,2022-03-28,user
984,271,352,4,1,2022-03-20,2022-04-03,2022-03-29,user
985,641,112,4,2,2022-03-20,2022-04-03,2022-03-31,user
986,604,169,1,2,2022-03-20,2022-04-03,2022-04-01,user
987,678,250,4,2,2022-03-21,2022-04-04,2022-04-03,user
988,203,529,1,2,2022-03-22,2022-04-05,2022-03-31,user
989,436,179,5,1,2022-03-23,2022-04-06,2022-04-03,user
990,118,566,2,2,2022-03-24,2022-04-07,2022-04-01,user
991,558,164,2,1,2022-03-25,2022-04-08,2022-04-04,user
992,231,339,3,1,2022-03-26,2022-04-09,2022-04-05,user
993,664,574,4,1,2022-03-27,2022-04-10,2022-04-09,user
994,153,437,5,1,2022-03-27,2022-04-10,2022-04-09,user
995,273,474,6,1,2022-03-27,2022-04-10,2022-04-09,user
996,146,238,4,1,2022-03-28,2022-04-11,2022-04-11,user
997,74,415,1,2,2022-03-29,2022-04-12,2022-04-07,user
998,62,189,3,2,2022-03-29,2022-04-12,2022-04-11,user
999,170,191,5,1,2022-03-30,2022-04-13,2022-04-12,user
1000,315,443,5,2,2022-03-30,2022-04-13,2022-04-07,user
1001,758,11,5,1,2022-03-30,2022-04-13,2022-04-13,system
1002,610,406,4,1,2022-03-31,2022-04-14,2022-04-08,user
1003,953,354,6,1,2022-03-31,2022-04-14,2022-04-11,user
1004,583,30,6,1,2022-04-01,2022-04-15,2022-04-09,user
1005,296,203,5,1,2022-04-01,2022-04-15,2022-04-14,user
1006,450,461,5,1,2022-04-01,2022-04-15,2022-04-12,user
1007,968,24,6,1,2022-04-01,2022-04-15,2022-04-09,user
1008,128,440,2,1,2022-04-02,2022-04-16,2022-04-15,user
1009,888,38,2,1,2022-04-02,2022-04-16,2022-04-14,user
1010,480,399,3,2,2022-04-03,2022-04-17,2022-04-13,user
1011,312,5,5,1,2022-04-04,2022-04-18,2022-04-12,user
1012,413,220,4,2,2022-04-04,2022-04-18,2022-04-16,user
1013,706,441,3,1,2022-04-04,2022-04-18,2022-04-15,user
1014,279,211,1,2,2022-04-05,2022-04-19,2022-04-18,user
1015,513,286,4,2,2022-04-06,2022-04-20,2022-04-17,user
1016,553,65,5,2,2022-04-07,2022-04-21,2022-04-20,user
1017,506,592,4,2,2022-04-08,2022-04-22,2022-04-22,system
1018,449,105,3,2,2022-04-09,2022-04-23,2022-04-21,user
1019,83,550,4,1,2022-04-09,2022-04-23,2022-04-21,user
1020,613,192,6,2,2022-04-09,2022-04-23,2022-04-18,user
1021,41,375,3,1,2022-04-09,2022-04-23,2022-04-20,user
1022,443,334,4,1,2022-04-10,2022-04-24,2022-04-22,user
1023,331,202,4,1,2022-04-11,2022-04-25,2022-04-22,user
1024,770,118,4,2,2022-04-11,2022-04-25,2022-04-21,user
1025,619,469,1,2,2022-04-12,2022-04-26,2022-04-20,user
1026,748,443,5,1,2022-04-12,2022-04-26,2022-04-26,system
1027,257,117,3,2,2022-04-13,2022-04-27,2022-04-27,user
1028,27,269,5,1,2022-04-14,2022-04-28,2022-04-23,user
1029,94,502,4,2,2022-04-14,2022-04-28,2022-04-24,user
1030,235,541,1,1,2022-04-14,2022-04-28,2022-04-26,user
1031,691,321,3,1,2022-04-15,2022-04-29,2022-04-29,system
1032,590,398,2,2,2022-04-15,2022-04-29,2022-04-28,user
1033,602,402,6,2,2022-04-16,2022-04-30,2022-04-30,system
1034,22,117,3,1,2022-04-17,2022-05-01,2022-04-26,user
1035,689,357,3,1,2022-04-18,2022-05-02,2022-04-27,user
1036,276,361,1,1,2022-04-18,2022-05-02,2022-05-02,system
1037,591,469,1,2,2022-04-18,2022-05-02,2022-04-27,user
1038,42,177,3,2,2022-04-18,2022-05-02,2022-04-27,user
1039,180,305,5,1,2022-04-19,2022-05-03,2022-05-03,system
1040,482,87,3,1,2022-04-20,2022-05-04,2022-05-03,user
1041,532,138,6,1,2022-04-20,2022-05-04,2022-04-28,user
1042,668,321,3,2,2022-04-20,2022-05-04,2022-05-01,user
1043,453,121,1,1,2022-04-20,2022-05-04,2022-04-30,user
1044,285,245,5,1,2022-04-20,2022-05-04,2022-04-30,user
1045,186,313,1,2,2022-04-20,2022-05-04,2022-05-03,user
1046,600,120,6,2,2022-04-20,2022-05-04,2022-05-04,user
1047,447,188,2,2,2022-04-20,2022-05-04,2022-05-01,user
1048,651,383,5,2,2022-04-20,2022-05-04,2022-04-30,user
1049,504,145,1,1,2022-04-21,2022-05-05,2022-05-04,user
1050,94,524,2,1,2022-04-21,2022-05-05,2022-04-30,user
1051,482,398,2,1,2022-04-22,2022-05-06,2022-04-30,user
1052,357,429,3,2,2022-04-22,2022-05-06,2022-05-01,user
1053,419,142,4,2,2022-04-23,2022-05-07,2022-05-02,user
1054,342,589,1,2,2022-04-24,2022-05-08,2022-05-02,user
1055,779,399,3,2,2022-04-24,2022-05-08,2022-05-03,user
1056,329,393,3,1,2022-04-25,2022-05-09,2022-05-07,user
1057,687,434,2,2,2022-04-26,2022-05-10,2022-05-10,user
1058,108,191,5,1,2022-04-26,2022-05-10,2022-05-06,user
1059,165,499,1,1,2022-04-26,2022-05-10,2022-05-04,user
1060,338,551,5,1,2022-04-26,2022-05-10,2022-05-07,user
1061,422,178,4,1,2022-04-27,2022-05-11,2022-05-08,user
1062,989,339,3,2,2022-04-27,2022-05-11,2022-05-10,user
1063,508,569,5,2,2022-04-28,2022-05-12,2022-05-12,user
1064,962,574,4,1,2022-04-28,2022-05-12,2022-05-09,user
1065,296,171,3,2,2022-04-29,2022-05-13,2022-05-10,user
1066,679,502,4,1,2022-04-29,2022-05-13,2022-05-11,user
1067,815,189,3,2,2022-04-29,2022-05-13,2022-05-12,user
1068,411,296,2,1,2022-04-30,2022-05-14,2022-05-14,user
1069,564,144,6,2,2022-05-01,2022-05-15,2022-05-09,user
1070,38,192,6,1,2022-05-02,2022-05-16,2022-05-14,user
1071,466,323,5,2,2022-05-02,2022-05-16,2022-05-13,user
1072,91,462,6,1,2022-05-03,2022-05-17,2022-05-12,user
1073,323,55,1,1,2022-05-03,2022-05-17,2022-05-12,user
1074,259,368,2,1,2022-05-04,2022-05-18,2022-05-16,user
1075,332,10,4,2,2022-05-04,2022-05-18,2022-05-17,user
1076,119,497,5,1,2022-05-05,2022-05-19,2022-05-16,user
1077,414,140,2,2,2022-05-05,2022-05-19,2022-05-16,user
1078,527,200,2,1,2022-05-05,2022-05-19,2022-05-16,user
1079,2,394,4,1,2022-05-05,2022-05-19,2022-05-16,user
1080,674,576,6,1,2022-05-05,2022-05-19,2022-05-13,user
1081,556,518,2,2,2022-05-05,2022-05-19,2022-05-17,user
1082,474,507,3,1,2022-05-05,2022-05-19,2022-05-17,user
1083,424,419,5,2,2022-05-06,2022-05-20,2022-05-14,user
1084,56,504,6,1,2022-05-07,2022-05-21,2022-05-16,user
1085,193,426,6,1,2022-05-07,2022-05-21,2022-05-19,user
1086,531,455,5,2,2022-05-07,2022-05-21,2022-05-17,user
1087,371,501,3,1,2022-05-08,2022-05-22,2022-05-20,user
1088,638,172,4,1,2022-05-08,2022-05-22,2022-05-21,user
1089,511,85,1,1,2022-05-08,2022-05-22,2022-05-20,user
1090,641,579,3,2,2022-05-08,2022-05-22,2022-05-22,system
1091,453,32,2,1,2022-05-08,2022-05-22,2022-05-22,system
1092,53,226,4,2,2022-05-09,2022-05-23,2022-05-18,user
1093,209,300,6,2,2022-05-10,2022-05-24,2022-05-18,user
1094,274,34,4,2,2022-05-11,2022-05-25,2022-05-20,user
1095,563,282,6,1,2022-05-12,2022-05-26,2022-05-21,user
1096,135,231,3,1,2022-05-13,2022-05-27,2022-05-21,user
1097,295,551,5,2,2022-05-14,2022-05-28,2022-05-27,user
1098,449,296,2,2,2022-05-15,2022-05-29,2022-05-25,user
1099,497,173,5,1,2022-05-16,2022-05-30,2022-05-24,user
1100,125,469,1,2,2022-05-16,2022-05-30,2022-05-25,user
1101,30,580,4,1,2022-05-17,2022-05-31,2022-05-31,system
1102,646,508,4,2,2022-05-18,2022-06-01,2022-05-26,user
1103,624,563,5,2,2022-05-19,2022-06-02,2022-06-01,user
1104,246,524,2,2,2022-05-19,2022-06-02,2022-05-31,user
1105,163,116,2,2,2022-05-19,2022-06-02,2022-06-02,user
1106,319,587,5,1,2022-05-20,2022-06-03,2022-06-01,user
1107,565,117,3,1,2022-05-21,2022-06-04,2022-05-31,user
1108,15,275,5,2,2022-05-22,2022-06-05,2022-06-01,user
1109,566,557,5,2,2022-05-22,2022-06-05,2022-05-30,user
1110,418,376,4,2,2022-05-23,2022-06-06,2022-05-31,user
1111,96,556,4,2,2022-05-23,2022-06-06,2022-05-31,user
1112,231,43,1,1,2022-05-24,2022-06-07,2022-06-04,user
1113,117,452,2,1,2022-05-25,2022-06-08,2022-06-03,user
1114,761,226,4,1,2022-05-25,2022-06-08,2022-06-05,user
1115,473,560,2,1,2022-05-26,2022-06-09,2022-06-04,user
1116,121,224,2,2,2022-05-27,2022-06-10,2022-06-09,user
1117,664,436,4,2,2022-05-28,2022-06-11,2022-06-07,user
1118,817,589,1,1,2022-05-28,2022-06-11,2022-06-07,user
1119,158,105,3,2,2022-05-29,2022-06-12,2022-06-10,user
1120,511,254,2,2,2022-05-29,2022-06-12,2022-06-11,user
1121,299,305,5,2,2022-05-29,2022-06-12,2022-06-11,user
1122,522,34,4,1,2022-05-29,2022-06-12,2022-06-11,user
1123,280,461,5,2,2022-05-29,2022-06-12,2022-06-10,user
1124,1000,142,4,1,2022-05-29,2022-06-12,2022-06-07,user
1125,426,270,6,1,2022-05-30,2022-06-13,2022-06-11,user
1126,495,357,3,1,2022-05-31,2022-06-14,2022-06-14,system
1127,484,90,6,2,2022-05-31,2022-06-14,2022-06-12,user
1128,250,450,6,1,2022-05-31,2022-06-14,2022-06-09,user
1129,468,121,1,2,2022-06-01,2022-06-15,2022-06-12,user
1130,565,243,3,1,2022-06-02,2022-06-16,2022-06-15,user
1131,149,215,5,2,2022-06-03,2022-06-17,2022-06-15,user
1132,393,360,6,1,2022-06-04,2022-06-18,2022-06-14,user
1133,196,439,1,2,2022-06-05,2022-06-19,2022-06-13,user
1134,614,170,2,1,2022-06-06,2022-06-20,2022-06-14,user
1135,521,143,5,2,2022-06-06,2022-06-20,2022-06-20,system
1136,140,212,2,2,2022-06-06,2022-06-20,2022-06-16,user
1137,72,212,2,2,2022-06-07,2022-06-21,2022-06-17,user
1138,283,61,1,2,2022-06-07,2022-06-21,2022-06-17,user
1139,425,584,2,1,2022-06-08,2022-06-22,2022-06-19,user
1140,349,360,6,1,2022-06-09,2022-06-23,2022-06-23,user
1141,520,546,6,1,2022-06-10,2022-06-24,2022-06-18,user
1142,274,288,6,1,2022-06-10,2022-06-24,2022-06-24,system
1143,3,552,6,1,2022-06-10,2022-06-24,2022-06-21,user
1144,290,173,5,1,2022-06-11,2022-06-25,2022-06-25,user
1145,306,332,2,1,2022-06-11,2022-06-25,2022-06-23,user
1146,602,300,6,1,2022-06-12,2022-06-26,2022-06-20,user
1147,594,297,3,1,2022-06-12,2022-06-26,2022-06-22,user
1148,676,587,5,2,2022-06-13,2022-06-27,2022-06-24,user
1149,502,274,4,1,2022-06-13,2022-06-27,2022-06-22,user
1150,153,527,5,1,2022-06-14,2022-06-28,2022-06-22,user
1151,458,98,2,1,2022-06-14,2022-06-28,2022-06-27,user
1152,552,139,1,2,2022-06-14,2022-06-28,2022-06-28,user
1153,496,422,2,2,2022-06-15,2022-06-29,2022-06-25,user
1154,354,61,1,2,2022-06-15,2022-06-29,2022-06-25,user
1155,341,284,2,1,2022-06-16,2022-06-30,2022-06-28,user
1156,566,130,4,2,2022-06-17,2022-07-01,2022-06-28,user
1157,557,136,4,1,2022-06-18,2022-07-02,2022-06-30,user
1158,387,256,4,1,2022-06-19,2022-07-03,2022-06-28,user
1159,467,150,6,1,2022-06-20,2022-07-04,2022-07-03,user
1160,330,330,6,1,2022-06-21,2022-07-05,2022-06-30,user
1161,194,254,2,2,2022-06-22,2022-07-06,2022-07-04,user
1162,245,403,1,1,2022-06-22,2022-07-06,2022-06-30,user
1163,586,502,4,2,2022-06-23,2022-07-07,2022-07-01,user
1164,393,146,2,1,2022-06-23,2022-07-07,2022-07-05,user
1165,240,592,4,2,2022-06-23,2022-07-07,2022-07-06,user
1166,876,552,6,2,2022-06-23,2022-07-07,2022-07-02,user
1167,421,276,6,2,2022-06-24,2022-07-08,2022-07-07,user
1168,45,425,5,2,2022-06-24,2022-07-08,2022-07-06,user
1169,326,385,1,1,2022-06-24,2022-07-08,2022-07-02,user
1170,485,463,1,2,2022-06-25,2022-07-09,2022-07-06,user
1171,971,117,3,1,2022-06-25,2022-07-09,2022-07-07,user
1172,391,78,6,1,2022-06-26,2022-07-10,2022-07-09,user
1173,396,96,6,1,2022-06-27,2022-07-11,2022-07-10,user
1174,680,413,5,2,2022-06-27,2022-07-11,2022-07-09,user
1175,668,528,6,1,2022-06-27,2022-07-11,2022-07-11,user
1176,156,285,3,1,2022-06-27,2022-07-11,2022-07-10,user
1177,508,378,6,1,2022-06-27,2022-07-11,2022-07-07,user
1178,38,466,4,1,2022-06-28,2022-07-12,2022-07-09,user
1179,858,297,3,2,2022-06-28,2022-07-12,2022-07-07,user
1180,130,500,2,1,2022-06-29,2022-07-13,2022-07-11,user
1181,515,336,6,2,2022-06-30,2022-07-14,2022-07-14,system
1182,605,596,2,1,2022-06-30,2022-07-14,2022-07-10,user
1183,340,3,3,1,2022-07-01,2022-07-15,2022-07-11,user
1184,103,96,6,1,2022-07-01,2022-07-15,2022-07-13,user
1185,451,470,2,1,2022-07-01,2022-07-15,2022-07-13,user
1186,103,367,1,2,2022-07-02,2022-07-16,2022-07-14,user
1187,539,65,5,1,2022-07-03,2022-07-17,2022-07-13,user
1188,468,548,2,2,2022-07-03,2022-07-17,2022-07-12,user
1189,16,408,6,2,2022-07-04,2022-07-18,2022-07-16,user
1190,148,224,2,2,2022-07-04,2022-07-18,2022-07-16,user
1191,420,440,2,1,2022-07-04,2022-07-18,2022-07-15,user
1192,671,217,1,1,2022-07-05,2022-07-19,2022-07-17,user
1193,159,507,3,1,2022-07-06,2022-07-20,2022-07-19,user
1194,77,275,5,2,2022-07-06,2022-07-20,2022-07-19,user
1195,481,331,1,2,2022-07-06,2022-07-20,2022-07-17,user
1196,272,291,3,1,2022-07-06,2022-07-20,2022-07-17,user
1197,347,346,4,2,2022-07-07,2022-07-21,2022-07-21,system
1198,639,561,3,2,2022-07-07,2022-07-21,2022-07-16,user
1199,408,592,4,2,2022-07-07,2022-07-21,2022-07-19,user
1200,666,134,2,2,2022-07-08,2022-07-22,2022-07-17,user
1201,83,580,4,2,2022-07-09,2022-07-23,2022-07-22,user
1202,743,300,6,2,2022-07-09,2022-07-23,2022-07-21,user
1203,337,497,5,2,2022-07-10,2022-07-24,2022-07-20,user
1204,691,352,4,2,2022-07-11,2022-07-25,2022-07-20,user
1205,547,50,2,2,2022-07-12,2022-07-26,2022-07-20,user
1206,831,78,6,2,2022-07-12,2022-07-26,2022-07-20,user
1207,390,48,6,1,2022-07-13,2022-07-27,2022-07-21,user
1208,325,102,6,1,2022-07-13,2022-07-27,2022-07-21,user
1209,642,471,3,2,2022-07-13,2022-07-27,2022-07-24,user
1210,500,17,5,2,2022-07-13,2022-07-27,2022-07-26,user
1211,727,466,4,2,2022-07-13,2022-07-27,2022-07-24,user
1212,555,128,2,2,2022-07-14,2022-07-28,2022-07-28,user
1213,37,162,6,2,2022-07-14,2022-07-28,2022-07-22,user
1214,790,150,6,1,2022-07-14,2022-07-28,2022-07-26,user
1215,633,452,2,2,2022-07-15,2022-07-29,2022-07-28,user
1216,71,468,6,2,2022-07-15,2022-07-29,2022-07-29,system
1217,241,1,1,1,2022-07-15,2022-07-29,2022-07-24,user
1218,647,439,1,1,2022-07-15,2022-07-29,2022-07-29,system
1219,701,208,4,2,2022-07-15,2022-07-29,2022-07-27,user
1220,295,136,4,1,2022-07-15,2022-07-29,2022-07-26,user
1221,233,310,4,1,2022-07-16,2022-07-30,2022-07-27,user
1222,93,163,1,2,2022-07-17,2022-07-31,2022-07-25,user
1223,445,281,5,1,2022-07-17,2022-07-31,2022-07-27,user
1224,101,96,6,2,2022-07-17,2022-07-31,2022-07-27,user
1225,649,370,4,1,2022-07-18,2022-08-01,2022-07-30,user
1226,103,257,5,1,2022-07-19,2022-08-02,2022-08-02,system
1227,455,85,1,2,2022-07-19,2022-08-02,2022-08-01,user
1228,171,381,3,1,2022-07-19,2022-08-02,2022-07-28,user
1229,307,170,2,2,2022-07-19,2022-08-02,2022-07-27,user
1230,994,596,2,2,2022-07-19,2022-08-02,2022-07-27,user
1231,30,54,6,1,2022-07-20,2022-08-03,2022-08-02,user
1232,48,406,4,1,2022-07-21,2022-08-04,2022-07-30,user
1233,333,313,1,1,2022-07-22,2022-08-05,2022-08-04,user
1234,58,240,6,2,2022-07-23,2022-08-06,2022-08-02,user
1235,301,440,2,2,2022-07-24,2022-08-07,2022-08-03,user
1236,368,94,4,1,2022-07-24,2022-08-07,2022-08-07,system
1237,801,275,5,2,2022-07-24,2022-08-07,2022-08-01,user
1238,384,98,2,1,2022-07-25,2022-08-08,2022-08-02,user
1239,442,2,2,2,2022-07-26,2022-08-09,2022-08-05,user
1240,150,219,3,2,2022-07-27,2022-08-10,2022-08-06,user
1241,251,489,3,1,2022-07-27,2022-08-10,2022-08-08,user
1242,544,80,2,1,2022-07-27,2022-08-10,2022-08-08,user
1243,422,136,4,2,2022-07-28,2022-08-11,2022-08-07,user
1244,580,232,4,2,2022-07-28,2022-08-11,2022-08-11,system
1245,699,532,4,1,2022-07-28,2022-08-11,2022-08-05,user
1246,185,456,6,2,2022-07-28,2022-08-11,2022-08-05,user
1247,175,10,4,1,2022-07-28,2022-08-11,2022-08-10,user
1248,180,9,3,1,2022-07-28,2022-08-11,2022-08-07,user
1249,81,352,4,2,2022-07-28,2022-08-11,2022-08-07,user
1250,625,124,4,2,2022-07-28,2022-08-11,2022-08-08,user
1251,392,433,1,1,2022-07-28,2022-08-11,2022-08-10,user
1252,635,136,4,2,2022-07-29,2022-08-12,2022-08-10,user
1253,700,490,4,1,2022-07-29,2022-08-12,2022-08-10,user
1254,247,73,1,2,2022-07-30,2022-08-13,2022-08-07,user
1255,510,235,1,1,2022-07-31,2022-08-14,2022-08-14,user
1256,598,393,3,2,2022-07-31,2022-08-14,2022-08-09,user
1257,147,92,2,1,2022-07-31,2022-08-14,2022-08-09,user
1258,238,105,3,1,2022-07-31,2022-08-14,2022-08-10,user
1259,473,106,4,2,2022-07-31,2022-08-14,2022-08-14,system
